path,participant_id,sequence_id,sign
train_landmark_files/55372/1964358686.parquet,55372,1964358686,for
train_landmark_files/61333/1964433048.parquet,61333,1964433048,all
train_landmark_files/62590/1965499879.parquet,62590,1965499879,there
train_landmark_files/29302/1965553855.parquet,29302,1965553855,up
train_landmark_files/61333/1965638625.parquet,61333,1965638625,all
train_landmark_files/37055/1966987172.parquet,37055,1966987172,who
train_landmark_files/62590/1967294313.parquet,62590,1967294313,will
train_landmark_files/53618/1967630971.parquet,53618,1967630971,go
train_landmark_files/37055/1968019119.parquet,37055,1968019119,that
train_landmark_files/29302/196804690.parquet,29302,196804690,up
train_landmark_files/28656/1969089794.parquet,28656,1969089794,have
train_landmark_files/25571/1970485737.parquet,25571,1970485737,who
train_landmark_files/18796/1970648483.parquet,18796,1970648483,say
train_landmark_files/16069/1970836075.parquet,16069,1970836075,have
train_landmark_files/25571/1970909154.parquet,25571,1970909154,there
train_landmark_files/61333/1973609251.parquet,61333,1973609251,who
train_landmark_files/25571/1974188439.parquet,25571,1974188439,who
train_landmark_files/27610/1974855272.parquet,27610,1974855272,there
train_landmark_files/25571/1977086578.parquet,25571,1977086578,there
train_landmark_files/61333/1977229203.parquet,61333,1977229203,there
train_landmark_files/4718/1977311846.parquet,4718,1977311846,will
train_landmark_files/34503/1977931812.parquet,34503,1977931812,go
train_landmark_files/34503/1978094956.parquet,34503,1978094956,say
train_landmark_files/28656/198095773.parquet,28656,198095773,on
train_landmark_files/22343/1981772146.parquet,22343,1981772146,if
train_landmark_files/62590/1982112499.parquet,62590,1982112499,on
train_landmark_files/28656/198260475.parquet,28656,198260475,there
train_landmark_files/53618/198328986.parquet,53618,198328986,who
train_landmark_files/27610/1984668418.parquet,27610,1984668418,not
train_landmark_files/37779/1984722729.parquet,37779,1984722729,on
train_landmark_files/22343/198544459.parquet,22343,198544459,will
train_landmark_files/49445/1985914740.parquet,49445,1985914740,will
train_landmark_files/27610/1987309295.parquet,27610,1987309295,on
train_landmark_files/30680/1987697310.parquet,30680,1987697310,there
train_landmark_files/32319/1988243993.parquet,32319,1988243993,on
train_landmark_files/37779/1988286098.parquet,37779,1988286098,have
train_landmark_files/55372/1988344198.parquet,55372,1988344198,on
train_landmark_files/18796/1988375372.parquet,18796,1988375372,have
train_landmark_files/61333/1990424507.parquet,61333,1990424507,all
train_landmark_files/37055/1990618494.parquet,37055,1990618494,have
train_landmark_files/37779/1992385516.parquet,37779,1992385516,on
train_landmark_files/25571/1992913317.parquet,25571,1992913317,all
train_landmark_files/37055/1996813385.parquet,37055,1996813385,not
train_landmark_files/22343/1997226076.parquet,22343,1997226076,for
train_landmark_files/27610/1998429055.parquet,27610,1998429055,on
train_landmark_files/36257/1998706517.parquet,36257,1998706517,there
train_landmark_files/28656/1999280238.parquet,28656,1999280238,all
train_landmark_files/49445/1999931021.parquet,49445,1999931021,have
train_landmark_files/49445/200133634.parquet,49445,200133634,have
train_landmark_files/62590/2001631188.parquet,62590,2001631188,will
train_landmark_files/4718/2002454444.parquet,4718,2002454444,up
train_landmark_files/36257/2003417539.parquet,36257,2003417539,there
train_landmark_files/22343/2003425745.parquet,22343,2003425745,who
train_landmark_files/55372/2003823692.parquet,55372,2003823692,have
train_landmark_files/28656/2007271606.parquet,28656,2007271606,if
train_landmark_files/32319/2008260889.parquet,32319,2008260889,will
train_landmark_files/32319/2009116166.parquet,32319,2009116166,will
train_landmark_files/25571/2009364401.parquet,25571,2009364401,not
train_landmark_files/25571/2009811795.parquet,25571,2009811795,will
train_landmark_files/62590/2010577923.parquet,62590,2010577923,say
train_landmark_files/25571/2011422247.parquet,25571,2011422247,on
train_landmark_files/32319/2011663495.parquet,32319,2011663495,all
train_landmark_files/61333/2012019036.parquet,61333,2012019036,there
train_landmark_files/16069/2013753985.parquet,16069,2013753985,who
train_landmark_files/37779/2014586468.parquet,37779,2014586468,not
train_landmark_files/49445/2014881738.parquet,49445,2014881738,if
train_landmark_files/26734/2015229266.parquet,26734,2015229266,go
train_landmark_files/4718/2016231091.parquet,4718,2016231091,there
train_landmark_files/36257/2017141299.parquet,36257,2017141299,all
train_landmark_files/37779/2017920261.parquet,37779,2017920261,on
train_landmark_files/22343/20183422.parquet,22343,20183422,all
train_landmark_files/22343/2019731783.parquet,22343,2019731783,on
train_landmark_files/16069/2023012260.parquet,16069,2023012260,there
train_landmark_files/16069/2025969022.parquet,16069,2025969022,for
train_landmark_files/4718/2026933096.parquet,4718,2026933096,there
train_landmark_files/37055/2027908594.parquet,37055,2027908594,for
train_landmark_files/16069/2028443561.parquet,16069,2028443561,that
train_landmark_files/49445/2029868947.parquet,49445,2029868947,there
train_landmark_files/55372/2030798759.parquet,55372,2030798759,have
train_landmark_files/34503/203115027.parquet,34503,203115027,have
train_landmark_files/49445/2033927758.parquet,49445,2033927758,if
train_landmark_files/32319/2034652905.parquet,32319,2034652905,there
train_landmark_files/29302/203487848.parquet,29302,203487848,go
train_landmark_files/53618/2036050574.parquet,53618,2036050574,for
train_landmark_files/16069/2036364212.parquet,16069,2036364212,on
train_landmark_files/32319/2036707327.parquet,32319,2036707327,for
train_landmark_files/34503/2037732473.parquet,34503,2037732473,will
train_landmark_files/34503/2039991610.parquet,34503,2039991610,up
train_landmark_files/34503/2040862572.parquet,34503,2040862572,if
train_landmark_files/30680/204133462.parquet,30680,204133462,say
train_landmark_files/34503/2043584926.parquet,34503,2043584926,who
train_landmark_files/36257/2043842566.parquet,36257,2043842566,if
train_landmark_files/18796/2044404784.parquet,18796,2044404784,on
train_landmark_files/53618/2044415810.parquet,53618,2044415810,all
train_landmark_files/25571/2044753814.parquet,25571,2044753814,for
train_landmark_files/32319/2044783244.parquet,32319,2044783244,up
train_landmark_files/37779/204607790.parquet,37779,204607790,who
train_landmark_files/2044/2046125908.parquet,2044,2046125908,for
train_landmark_files/16069/2046725141.parquet,16069,2046725141,up
train_landmark_files/25571/2046806700.parquet,25571,2046806700,if
train_landmark_files/32319/2047053333.parquet,32319,2047053333,will
train_landmark_files/16069/2047674695.parquet,16069,2047674695,will
train_landmark_files/61333/2048096251.parquet,61333,2048096251,who
train_landmark_files/36257/2050557884.parquet,36257,2050557884,for
train_landmark_files/49445/2051303017.parquet,49445,2051303017,not
train_landmark_files/22343/2051924176.parquet,22343,2051924176,all
train_landmark_files/61333/2052085014.parquet,61333,2052085014,if
train_landmark_files/28656/2052599571.parquet,28656,2052599571,that
train_landmark_files/29302/2052878868.parquet,29302,2052878868,all
train_landmark_files/30680/2053682734.parquet,30680,2053682734,up
train_landmark_files/2044/2054028072.parquet,2044,2054028072,that
train_landmark_files/55372/2055101468.parquet,55372,2055101468,who
train_landmark_files/32319/2056441797.parquet,32319,2056441797,that
train_landmark_files/25571/2058965535.parquet,25571,2058965535,who
train_landmark_files/26734/2059747327.parquet,26734,2059747327,for
train_landmark_files/55372/2060840310.parquet,55372,2060840310,there
train_landmark_files/36257/2061690164.parquet,36257,2061690164,will
train_landmark_files/62590/2061907194.parquet,62590,2061907194,go
train_landmark_files/34503/2062496459.parquet,34503,2062496459,will
train_landmark_files/36257/2062906702.parquet,36257,2062906702,that
train_landmark_files/55372/2063570965.parquet,55372,2063570965,that
train_landmark_files/25571/2064101954.parquet,25571,2064101954,will
train_landmark_files/18796/2066507293.parquet,18796,2066507293,go
train_landmark_files/37779/206789055.parquet,37779,206789055,for
train_landmark_files/37779/2068634645.parquet,37779,2068634645,if
train_landmark_files/49445/2068840431.parquet,49445,2068840431,all
train_landmark_files/22343/206898046.parquet,22343,206898046,that
train_landmark_files/49445/2069861739.parquet,49445,2069861739,not
train_landmark_files/34503/2070129207.parquet,34503,2070129207,there
train_landmark_files/34503/2070338581.parquet,34503,2070338581,there
train_landmark_files/34503/2070746957.parquet,34503,2070746957,if
train_landmark_files/25571/2071158690.parquet,25571,2071158690,will
train_landmark_files/36257/2071354646.parquet,36257,2071354646,for
train_landmark_files/16069/2071770815.parquet,16069,2071770815,go
train_landmark_files/55372/2072816300.parquet,55372,2072816300,on
train_landmark_files/55372/2072833593.parquet,55372,2072833593,have
train_landmark_files/29302/2076118222.parquet,29302,2076118222,for
train_landmark_files/18796/2077779989.parquet,18796,2077779989,will
train_landmark_files/49445/2078237459.parquet,49445,2078237459,for
train_landmark_files/55372/2079258272.parquet,55372,2079258272,go
train_landmark_files/2044/2079269476.parquet,2044,2079269476,say
train_landmark_files/49445/2079918971.parquet,49445,2079918971,who
train_landmark_files/16069/2080275061.parquet,16069,2080275061,all
train_landmark_files/49445/2082285114.parquet,49445,2082285114,have
train_landmark_files/36257/2082798346.parquet,36257,2082798346,up
train_landmark_files/61333/2083017112.parquet,61333,2083017112,will
train_landmark_files/34503/2083237251.parquet,34503,2083237251,all
train_landmark_files/27610/2083387555.parquet,27610,2083387555,all
train_landmark_files/62590/2083430736.parquet,62590,2083430736,for
train_landmark_files/25571/208474638.parquet,25571,208474638,up
train_landmark_files/22343/2085116877.parquet,22343,2085116877,if
train_landmark_files/2044/208753667.parquet,2044,208753667,not
train_landmark_files/26734/2087637956.parquet,26734,2087637956,up
train_landmark_files/55372/2089962977.parquet,55372,2089962977,up
train_landmark_files/16069/2092063289.parquet,16069,2092063289,go
train_landmark_files/55372/2092123883.parquet,55372,2092123883,that
train_landmark_files/32319/2093201419.parquet,32319,2093201419,not
train_landmark_files/32319/209347694.parquet,32319,209347694,have
train_landmark_files/32319/2093547579.parquet,32319,2093547579,if
train_landmark_files/55372/2095043783.parquet,55372,2095043783,there
train_landmark_files/2044/209654782.parquet,2044,209654782,will
train_landmark_files/49445/2099729153.parquet,49445,2099729153,up
train_landmark_files/32319/2100598201.parquet,32319,2100598201,if
train_landmark_files/29302/210211894.parquet,29302,210211894,not
train_landmark_files/2044/2102464741.parquet,2044,2102464741,go
train_landmark_files/37055/2102885145.parquet,37055,2102885145,will
train_landmark_files/53618/2103445356.parquet,53618,2103445356,up
train_landmark_files/27610/2103812290.parquet,27610,2103812290,that
train_landmark_files/30680/2105219156.parquet,30680,2105219156,that
train_landmark_files/37779/2105815639.parquet,37779,2105815639,go
train_landmark_files/55372/2105868260.parquet,55372,2105868260,not
train_landmark_files/32319/2106513779.parquet,32319,2106513779,if
train_landmark_files/62590/2106718680.parquet,62590,2106718680,that
train_landmark_files/49445/2107451317.parquet,49445,2107451317,all
train_landmark_files/61333/2108348976.parquet,61333,2108348976,that
train_landmark_files/32319/2109165564.parquet,32319,2109165564,there
train_landmark_files/30680/2109217014.parquet,30680,2109217014,go
train_landmark_files/37779/2109510336.parquet,37779,2109510336,on
train_landmark_files/34503/2110479127.parquet,34503,2110479127,up
train_landmark_files/16069/2110974793.parquet,16069,2110974793,say
train_landmark_files/36257/2111414527.parquet,36257,2111414527,will
train_landmark_files/18796/2111540364.parquet,18796,2111540364,say
train_landmark_files/34503/2112394123.parquet,34503,2112394123,have
train_landmark_files/34503/2112701998.parquet,34503,2112701998,all
train_landmark_files/22343/2113139259.parquet,22343,2113139259,not
train_landmark_files/37055/2113140324.parquet,37055,2113140324,say
train_landmark_files/62590/2113833852.parquet,62590,2113833852,there
train_landmark_files/55372/2114823062.parquet,55372,2114823062,who
train_landmark_files/29302/2115174084.parquet,29302,2115174084,up
train_landmark_files/30680/2115364650.parquet,30680,2115364650,all
train_landmark_files/37055/2116531160.parquet,37055,2116531160,go
train_landmark_files/36257/2117626523.parquet,36257,2117626523,say
train_landmark_files/22343/211790815.parquet,22343,211790815,will
train_landmark_files/25571/2117999310.parquet,25571,2117999310,go
train_landmark_files/36257/2119086001.parquet,36257,2119086001,that
train_landmark_files/55372/2120295304.parquet,55372,2120295304,will
train_landmark_files/49445/2121584819.parquet,49445,2121584819,all
train_landmark_files/36257/2122069711.parquet,36257,2122069711,that
train_landmark_files/16069/2122916999.parquet,16069,2122916999,will
train_landmark_files/34503/2123415386.parquet,34503,2123415386,if
train_landmark_files/18796/212342873.parquet,18796,212342873,that
train_landmark_files/37779/212345900.parquet,37779,212345900,not
train_landmark_files/26734/2123510575.parquet,26734,2123510575,not
train_landmark_files/62590/212392243.parquet,62590,212392243,all
train_landmark_files/28656/2124394057.parquet,28656,2124394057,there
train_landmark_files/27610/2125284887.parquet,27610,2125284887,go
train_landmark_files/62590/2125381251.parquet,62590,2125381251,say
train_landmark_files/22343/2125694371.parquet,22343,2125694371,there
train_landmark_files/18796/2126244561.parquet,18796,2126244561,who
train_landmark_files/32319/2128373877.parquet,32319,2128373877,for
train_landmark_files/26734/2129013210.parquet,26734,2129013210,up
train_landmark_files/37055/2129068089.parquet,37055,2129068089,up
train_landmark_files/26734/2130818437.parquet,26734,2130818437,who
train_landmark_files/36257/2130953110.parquet,36257,2130953110,for
train_landmark_files/26734/2131191976.parquet,26734,2131191976,there
train_landmark_files/34503/2131234392.parquet,34503,2131234392,go
train_landmark_files/61333/2132038472.parquet,61333,2132038472,will
train_landmark_files/25571/2132995677.parquet,25571,2132995677,who
train_landmark_files/37055/2133319308.parquet,37055,2133319308,if
train_landmark_files/29302/2134487885.parquet,29302,2134487885,all
train_landmark_files/28656/2134785817.parquet,28656,2134785817,go
train_landmark_files/49445/2136170425.parquet,49445,2136170425,will
train_landmark_files/18796/2136287992.parquet,18796,2136287992,up
train_landmark_files/53618/2136795444.parquet,53618,2136795444,not
train_landmark_files/22343/2137269803.parquet,22343,2137269803,on
train_landmark_files/26734/2137511892.parquet,26734,2137511892,go
train_landmark_files/25571/2138031751.parquet,25571,2138031751,go
train_landmark_files/27610/2138756940.parquet,27610,2138756940,on
train_landmark_files/32319/2139390698.parquet,32319,2139390698,there
train_landmark_files/26734/2139680427.parquet,26734,2139680427,there
train_landmark_files/25571/2140536883.parquet,25571,2140536883,that
train_landmark_files/62590/214064242.parquet,62590,214064242,up
train_landmark_files/29302/2142576162.parquet,29302,2142576162,who
train_landmark_files/53618/2143957493.parquet,53618,2143957493,if
train_landmark_files/34503/2144555815.parquet,34503,2144555815,have
train_landmark_files/53618/2145590353.parquet,53618,2145590353,who
train_landmark_files/53618/2145800546.parquet,53618,2145800546,up
train_landmark_files/49445/2146675354.parquet,49445,2146675354,go
train_landmark_files/49445/2146703936.parquet,49445,2146703936,that
train_landmark_files/37779/2146816481.parquet,37779,2146816481,have
train_landmark_files/16069/2147264206.parquet,16069,2147264206,up
train_landmark_files/62590/2147743097.parquet,62590,2147743097,have
train_landmark_files/27610/2147922322.parquet,27610,2147922322,will
train_landmark_files/49445/2148544468.parquet,49445,2148544468,who
train_landmark_files/22343/2148840772.parquet,22343,2148840772,all
train_landmark_files/18796/2149501163.parquet,18796,2149501163,for
train_landmark_files/53618/2151243302.parquet,53618,2151243302,for
train_landmark_files/4718/2151322264.parquet,4718,2151322264,up
train_landmark_files/28656/2152018757.parquet,28656,2152018757,not
train_landmark_files/49445/2152644487.parquet,49445,2152644487,who
train_landmark_files/37055/2153039743.parquet,37055,2153039743,all
train_landmark_files/55372/215322644.parquet,55372,215322644,if
train_landmark_files/26734/2153244828.parquet,26734,2153244828,not
train_landmark_files/25571/2154001671.parquet,25571,2154001671,on
train_landmark_files/61333/2154129779.parquet,61333,2154129779,up
train_landmark_files/27610/2154237449.parquet,27610,2154237449,there
train_landmark_files/49445/2154736437.parquet,49445,2154736437,for
train_landmark_files/28656/2155508452.parquet,28656,2155508452,who
train_landmark_files/2044/2155808728.parquet,2044,2155808728,on
train_landmark_files/37779/2157056142.parquet,37779,2157056142,that
train_landmark_files/28656/2160073011.parquet,28656,2160073011,if
train_landmark_files/4718/2161712080.parquet,4718,2161712080,up
train_landmark_files/37055/2162122743.parquet,37055,2162122743,there
train_landmark_files/30680/2162608371.parquet,30680,2162608371,there
train_landmark_files/25571/2162691867.parquet,25571,2162691867,not
train_landmark_files/49445/2163195604.parquet,49445,2163195604,that
train_landmark_files/26734/2163808590.parquet,26734,2163808590,if
train_landmark_files/53618/2164089633.parquet,53618,2164089633,all
train_landmark_files/16069/2166088991.parquet,16069,2166088991,go
train_landmark_files/2044/2166647890.parquet,2044,2166647890,on
train_landmark_files/61333/2167320684.parquet,61333,2167320684,that
train_landmark_files/49445/2167465092.parquet,49445,2167465092,say
train_landmark_files/18796/216771111.parquet,18796,216771111,not
train_landmark_files/25571/2168229958.parquet,25571,2168229958,have
train_landmark_files/37055/21685689.parquet,37055,21685689,on
train_landmark_files/26734/2169256410.parquet,26734,2169256410,that
train_landmark_files/2044/2170054649.parquet,2044,2170054649,all
train_landmark_files/49445/2171665079.parquet,49445,2171665079,up
train_landmark_files/28656/2171677715.parquet,28656,2171677715,will
train_landmark_files/37055/2171823952.parquet,37055,2171823952,will
train_landmark_files/53618/217319208.parquet,53618,217319208,on
train_landmark_files/26734/2173626354.parquet,26734,2173626354,up
train_landmark_files/27610/2173963514.parquet,27610,2173963514,not
train_landmark_files/29302/217410037.parquet,29302,217410037,for
train_landmark_files/61333/2175169069.parquet,61333,2175169069,have
train_landmark_files/27610/2176094672.parquet,27610,2176094672,on
train_landmark_files/27610/2176612804.parquet,27610,2176612804,who
train_landmark_files/37779/2177230173.parquet,37779,2177230173,say
train_landmark_files/4718/217733709.parquet,4718,217733709,on
train_landmark_files/49445/2177472706.parquet,49445,2177472706,up
train_landmark_files/2044/2179106447.parquet,2044,2179106447,if
train_landmark_files/27610/2179763316.parquet,27610,2179763316,go
train_landmark_files/53618/2179836319.parquet,53618,2179836319,there
train_landmark_files/62590/2180096567.parquet,62590,2180096567,if
train_landmark_files/36257/2182050087.parquet,36257,2182050087,have
train_landmark_files/27610/2182683939.parquet,27610,2182683939,who
train_landmark_files/37779/2182701916.parquet,37779,2182701916,will
train_landmark_files/16069/2183614631.parquet,16069,2183614631,not
train_landmark_files/49445/2183751505.parquet,49445,2183751505,up
train_landmark_files/16069/2183774765.parquet,16069,2183774765,if
train_landmark_files/55372/2184405763.parquet,55372,2184405763,have
train_landmark_files/37055/218531230.parquet,37055,218531230,on
train_landmark_files/36257/2186170046.parquet,36257,2186170046,up
train_landmark_files/28656/218678430.parquet,28656,218678430,for
train_landmark_files/22343/2187002383.parquet,22343,2187002383,who
train_landmark_files/27610/218774466.parquet,27610,218774466,there
train_landmark_files/55372/2187914827.parquet,55372,2187914827,not
train_landmark_files/26734/2188055386.parquet,26734,2188055386,there
train_landmark_files/37055/2188084789.parquet,37055,2188084789,will
train_landmark_files/25571/2188615013.parquet,25571,2188615013,if
train_landmark_files/18796/2189239562.parquet,18796,2189239562,not
train_landmark_files/25571/2189609724.parquet,25571,2189609724,up
train_landmark_files/37055/2190264592.parquet,37055,2190264592,not
train_landmark_files/49445/2190451416.parquet,49445,2190451416,all
train_landmark_files/25571/2190873890.parquet,25571,2190873890,that
train_landmark_files/61333/2193366580.parquet,61333,2193366580,for
train_landmark_files/25571/2194706080.parquet,25571,2194706080,have
train_landmark_files/62590/2196034478.parquet,62590,2196034478,there
train_landmark_files/34503/2196332453.parquet,34503,2196332453,who
train_landmark_files/22343/219763050.parquet,22343,219763050,if
train_landmark_files/37779/2199076951.parquet,37779,2199076951,will
train_landmark_files/30680/2200105169.parquet,30680,2200105169,up
train_landmark_files/16069/2200254379.parquet,16069,2200254379,not
train_landmark_files/37055/220129765.parquet,37055,220129765,there
train_landmark_files/61333/2201945404.parquet,61333,2201945404,not
train_landmark_files/37779/2203405579.parquet,37779,2203405579,say
train_landmark_files/16069/2205250624.parquet,16069,2205250624,not
train_landmark_files/62590/2205707642.parquet,62590,2205707642,will
train_landmark_files/4718/2205781069.parquet,4718,2205781069,on
train_landmark_files/30680/2206524923.parquet,30680,2206524923,who
train_landmark_files/2044/2207357041.parquet,2044,2207357041,that
train_landmark_files/32319/22076165.parquet,32319,22076165,go
train_landmark_files/32319/2208215003.parquet,32319,2208215003,that
train_landmark_files/30680/2208336464.parquet,30680,2208336464,who
train_landmark_files/34503/2209879047.parquet,34503,2209879047,for
train_landmark_files/29302/2210154079.parquet,29302,2210154079,up
train_landmark_files/37779/2210359870.parquet,37779,2210359870,if
train_landmark_files/22343/2211113114.parquet,22343,2211113114,that
train_landmark_files/18796/2212991889.parquet,18796,2212991889,that
train_landmark_files/37779/22130821.parquet,37779,22130821,have
train_landmark_files/30680/2213594789.parquet,30680,2213594789,go
train_landmark_files/61333/2215554977.parquet,61333,2215554977,for
train_landmark_files/53618/2216708037.parquet,53618,2216708037,for
train_landmark_files/25571/2217772688.parquet,25571,2217772688,say
train_landmark_files/22343/2217953935.parquet,22343,2217953935,that
train_landmark_files/22343/221835183.parquet,22343,221835183,if
train_landmark_files/29302/2218441570.parquet,29302,2218441570,say
train_landmark_files/37779/2219688363.parquet,37779,2219688363,there
train_landmark_files/36257/2220587275.parquet,36257,2220587275,on
train_landmark_files/37779/2221236298.parquet,37779,2221236298,up
train_landmark_files/32319/2222575481.parquet,32319,2222575481,there
train_landmark_files/22343/2222813964.parquet,22343,2222813964,who
train_landmark_files/18796/2223492903.parquet,18796,2223492903,that
train_landmark_files/29302/2223931556.parquet,29302,2223931556,up
train_landmark_files/29302/2224773809.parquet,29302,2224773809,up
train_landmark_files/25571/222551364.parquet,25571,222551364,go
train_landmark_files/36257/2225997895.parquet,36257,2225997895,up
train_landmark_files/53618/2226046255.parquet,53618,2226046255,will
train_landmark_files/37779/2226611051.parquet,37779,2226611051,say
train_landmark_files/22343/2228825998.parquet,22343,2228825998,who
train_landmark_files/22343/222902071.parquet,22343,222902071,that
train_landmark_files/27610/2230018524.parquet,27610,2230018524,have
train_landmark_files/32319/2230623040.parquet,32319,2230623040,go
train_landmark_files/27610/2231076158.parquet,27610,2231076158,if
train_landmark_files/36257/2231351557.parquet,36257,2231351557,up
train_landmark_files/37779/2231429159.parquet,37779,2231429159,have
train_landmark_files/32319/2232676736.parquet,32319,2232676736,on
train_landmark_files/62590/2233117179.parquet,62590,2233117179,who
train_landmark_files/28656/2233471654.parquet,28656,2233471654,not
train_landmark_files/4718/2233800745.parquet,4718,2233800745,not
train_landmark_files/30680/2233877674.parquet,30680,2233877674,not
train_landmark_files/4718/2234473472.parquet,4718,2234473472,say
train_landmark_files/55372/2234871040.parquet,55372,2234871040,up
train_landmark_files/37055/2235977629.parquet,37055,2235977629,go
train_landmark_files/26734/2237922679.parquet,26734,2237922679,that
train_landmark_files/29302/2239747649.parquet,29302,2239747649,for
train_landmark_files/49445/2240061640.parquet,49445,2240061640,for
train_landmark_files/26734/2240128534.parquet,26734,2240128534,up
train_landmark_files/36257/224031829.parquet,36257,224031829,have
train_landmark_files/27610/2242685250.parquet,27610,2242685250,on
train_landmark_files/37779/2243223860.parquet,37779,2243223860,if
train_landmark_files/25571/224333032.parquet,25571,224333032,on
train_landmark_files/22343/2243518403.parquet,22343,2243518403,all
train_landmark_files/27610/2244792892.parquet,27610,2244792892,will
train_landmark_files/61333/2245149035.parquet,61333,2245149035,all
train_landmark_files/55372/2245219057.parquet,55372,2245219057,up
train_landmark_files/61333/2245292366.parquet,61333,2245292366,up
train_landmark_files/37055/2245714460.parquet,37055,2245714460,go
train_landmark_files/49445/2246060999.parquet,49445,2246060999,say
train_landmark_files/4718/2246125964.parquet,4718,2246125964,there
train_landmark_files/49445/2246674862.parquet,49445,2246674862,there
train_landmark_files/37055/2248115337.parquet,37055,2248115337,up
train_landmark_files/27610/2248231923.parquet,27610,2248231923,there
train_landmark_files/32319/2249289422.parquet,32319,2249289422,all
train_landmark_files/25571/2249798511.parquet,25571,2249798511,not
train_landmark_files/53618/2250235432.parquet,53618,2250235432,will
train_landmark_files/25571/225029810.parquet,25571,225029810,if
train_landmark_files/61333/2250354656.parquet,61333,2250354656,go
train_landmark_files/55372/2251311469.parquet,55372,2251311469,up
train_landmark_files/4718/2251942033.parquet,4718,2251942033,for
train_landmark_files/49445/2252356461.parquet,49445,2252356461,up
train_landmark_files/37055/2255359851.parquet,37055,2255359851,say
train_landmark_files/61333/2256490282.parquet,61333,2256490282,for
train_landmark_files/37779/2256717848.parquet,37779,2256717848,if
train_landmark_files/22343/2257620665.parquet,22343,2257620665,go
train_landmark_files/62590/2257735024.parquet,62590,2257735024,will
train_landmark_files/49445/2259138097.parquet,49445,2259138097,say
train_landmark_files/34503/2259444844.parquet,34503,2259444844,for
train_landmark_files/34503/2260548803.parquet,34503,2260548803,say
train_landmark_files/16069/2261333911.parquet,16069,2261333911,say
train_landmark_files/37779/2261509446.parquet,37779,2261509446,on
train_landmark_files/62590/2261802822.parquet,62590,2261802822,go
train_landmark_files/55372/2262647242.parquet,55372,2262647242,that
train_landmark_files/27610/2263248971.parquet,27610,2263248971,who
train_landmark_files/37779/2263879368.parquet,37779,2263879368,who
train_landmark_files/32319/2263966339.parquet,32319,2263966339,who
train_landmark_files/61333/2264067693.parquet,61333,2264067693,on
train_landmark_files/26734/2264314629.parquet,26734,2264314629,if
train_landmark_files/26734/2264385608.parquet,26734,2264385608,have
train_landmark_files/27610/2264398461.parquet,27610,2264398461,who
train_landmark_files/62590/2264511923.parquet,62590,2264511923,there
train_landmark_files/2044/2266597642.parquet,2044,2266597642,up
train_landmark_files/18796/2267734178.parquet,18796,2267734178,there
train_landmark_files/22343/2268340394.parquet,22343,2268340394,will
train_landmark_files/29302/2268729266.parquet,29302,2268729266,for
train_landmark_files/62590/2269405618.parquet,62590,2269405618,not
train_landmark_files/37055/2269729370.parquet,37055,2269729370,go
train_landmark_files/53618/227068322.parquet,53618,227068322,all
train_landmark_files/61333/2272029668.parquet,61333,2272029668,who
train_landmark_files/49445/2272031031.parquet,49445,2272031031,for
train_landmark_files/16069/2273082233.parquet,16069,2273082233,will
train_landmark_files/53618/2273104493.parquet,53618,2273104493,say
train_landmark_files/26734/2273558549.parquet,26734,2273558549,on
train_landmark_files/34503/2273965350.parquet,34503,2273965350,have
train_landmark_files/27610/2276561602.parquet,27610,2276561602,there
train_landmark_files/30680/2277000462.parquet,30680,2277000462,that
train_landmark_files/27610/2277857847.parquet,27610,2277857847,for
train_landmark_files/22343/2278208518.parquet,22343,2278208518,not
train_landmark_files/36257/227917320.parquet,36257,227917320,that
train_landmark_files/29302/2280264034.parquet,29302,2280264034,up
train_landmark_files/16069/2280415296.parquet,16069,2280415296,on
train_landmark_files/25571/2281255122.parquet,25571,2281255122,if
train_landmark_files/30680/2281665417.parquet,30680,2281665417,go
train_landmark_files/32319/2282099417.parquet,32319,2282099417,who
train_landmark_files/30680/2282327024.parquet,30680,2282327024,have
train_landmark_files/30680/2282580393.parquet,30680,2282580393,if
train_landmark_files/2044/228292642.parquet,2044,228292642,there
train_landmark_files/37055/2283233937.parquet,37055,2283233937,not
train_landmark_files/62590/2283803764.parquet,62590,2283803764,all
train_landmark_files/18796/2284030115.parquet,18796,2284030115,not
train_landmark_files/53618/2284116597.parquet,53618,2284116597,up
train_landmark_files/25571/228448142.parquet,25571,228448142,say
train_landmark_files/62590/2285152607.parquet,62590,2285152607,for
train_landmark_files/28656/2285338821.parquet,28656,2285338821,will
train_landmark_files/29302/2285373200.parquet,29302,2285373200,there
train_landmark_files/22343/2286369613.parquet,22343,2286369613,have
train_landmark_files/30680/2287056229.parquet,30680,2287056229,will
train_landmark_files/37055/2287735249.parquet,37055,2287735249,that
train_landmark_files/36257/228793484.parquet,36257,228793484,say
train_landmark_files/30680/2288176809.parquet,30680,2288176809,for
train_landmark_files/34503/228843658.parquet,34503,228843658,that
train_landmark_files/26734/228868443.parquet,26734,228868443,who
train_landmark_files/4718/2289038569.parquet,4718,2289038569,if
train_landmark_files/27610/2291004067.parquet,27610,2291004067,who
train_landmark_files/18796/2291095862.parquet,18796,2291095862,if
train_landmark_files/2044/2293511265.parquet,2044,2293511265,will
train_landmark_files/2044/2293758351.parquet,2044,2293758351,go
train_landmark_files/29302/2294632759.parquet,29302,2294632759,say
train_landmark_files/26734/2295268198.parquet,26734,2295268198,will
